Instrument,Segment Name,Segment Code,Revenue,year
GESC.NS,Segment Total,SEGMTL,,FY0
GESC.NS,Inter Segment,ICELIM,,FY0
GESC.NS,Consolidated Total,CONSTL,,FY0
GLAX.NS,,,395779333.008763,FY0
GGAS.NS,Natural Gas Business,221210,2106397273.61246,FY0
GGAS.NS,Segment Total,SEGMTL,,FY0
GGAS.NS,Consolidated Total,CONSTL,,FY0
GRAS.NS,Viscose Fibre and Yarn,"313110,314999,322110,325220",14316830574.4888,FY0
GRAS.NS,Chemicals Caustic soda and Allied chemicals,"325180,325998",,FY0
GRAS.NS,Cement Grey white and allied products,327310,,FY0
GRAS.NS,Financial services,"523150,523940,524298",,FY0
GRAS.NS,Segment Total,SEGMTL,,FY0
GRAS.NS,Eliminations,ICELIM,,FY0
GRAS.NS,Others,EXPOTH,,FY0
GRAS.NS,Consolidated Total,CONSTL,,FY0
ABUJ.NS,Cement and cement related products,327310,4739171129.50341,FY0
ABUJ.NS,Segment Total,SEGMTL,,FY0
ABUJ.NS,Consolidated Total,CONSTL,,FY0
GRVL.NS,Engines,336310,328560126.582278,FY0
GRVL.NS,Electric Mobility,336991,,FY0
GRVL.NS,Segment Total,SEGMTL,,FY0
GRVL.NS,Others,EXPOTH,,FY0
GRVL.NS,Consolidated Total,CONSTL,,FY0
HALC.NS,Copper,"325180,331420",27166747809.1529,FY0
HALC.NS,Novelis,331315,,FY0
HALC.NS,Aluminium upstream,"331313,331318",,FY0
HALC.NS,Aluminium Downstream,"331313,331318",,FY0
HALC.NS,Segment Total,SEGMTL,,FY0
HALC.NS,Adjustment on account of different accounting policies for N,ICELIM,,FY0
HALC.NS,Consolidated Total,CONSTL,,FY0
HPCL.NS,Downstream Petroleum,324110,56779285540.409,FY0
HPCL.NS,Segment Total,SEGMTL,,FY0
HPCL.NS,Eliminations,ICELIM,,FY0
HPCL.NS,Others (Unallocated-Corporate),EXPOTH,,FY0
HPCL.NS,Consolidated Total,CONSTL,,FY0
HROM.NS,Automotive segment,336991,4157543816.94255,FY0
HROM.NS,Segment Total,SEGMTL,,FY0
HROM.NS,Consolidated Total,CONSTL,,FY0
HLL.NS,Beauty & personel care,"325611,325620",7373417721.51899,FY0
HLL.NS,Foods & Refreshment,"311520,311999",,FY0
HLL.NS,Home Care,325611,,FY0
HLL.NS,Segment Total,SEGMTL,,FY0
HLL.NS,"Others(incudes Exports, Infant & Feminine care etc.)",EXPOTH,,FY0
HLL.NS,Consolidated Total,CONSTL,,FY0
SANO.NS,,,334888837.8447,FY0
HZNC.NS,"Zinc, Lead and Silver","212230,331410",4150194741.96689,FY0
HZNC.NS,Silver Metal,331410,,FY0
HZNC.NS,Wind Energy,221118,,FY0
HZNC.NS,Segment Total,SEGMTL,,FY0
HZNC.NS,Consolidated Total,CONSTL,,FY0
IPCA.NS,,,760019474.196689,FY0
ICMN.NS,Cement,OTHERS,682587305.258033,FY0
ICMN.NS,Segment Total,SEGMTL,,FY0
ICMN.NS,Consolidated Total,CONSTL,,FY0
ITC.NS,FMCG - Cigarettes,"312230,561499",9313316699.12366,FY0
ITC.NS,FMCG - Others,"311824,323111,424420,459999",,FY0
ITC.NS,Hotels,"523940,713210,721110,722310",,FY0
ITC.NS,Agri Business,"111140,115113,312230,424590",,FY0
ITC.NS,"Paperboards, Paper & Packaging","322120,322130,322212,424130",,FY0
ITC.NS,Segment Total,SEGMTL,,FY0
ITC.NS,Elimination,ICELIM,,FY0
ITC.NS,Other,EXPOTH,,FY0
ITC.NS,Consolidated Total,CONSTL,,FY0
INFY.NS,Financial Services and Insurance(FS),"513210,541511,541512",17863558909.445,FY0
INFY.NS,Manufacturing(MFG),"513210,541511,541512",,FY0
INFY.NS,"Energy and utilities, Communication and Services(ECS)","513210,541511,541512",,FY0
INFY.NS,"Retail, Consumer packaged goods and Logistics(RCL)","513210,541511,541512",,FY0
INFY.NS,Life Sciences and Healthcare(HILIFE),"513210,518210,541511,541512",,FY0
INFY.NS,Hi-Tech,"513210,518210,541511,541512",,FY0
INFY.NS,Communication,"513210,518210,541511,541512",,FY0
INFY.NS,Segment Total,SEGMTL,,FY0
INFY.NS,Other,EXPOTH,,FY0
INFY.NS,Consolidated Total,CONSTL,,FY0
AKZO.NS,,,462767770.204479,FY0
AGRO.NS,,,103421007.789679,FY0
INDM.PSX,Manufacturing,"336110,336390",621365863.636364,FY0
INDM.PSX,Trading,"423120,441110",,FY0
INDM.PSX,Segment Total,SEGMTL,,FY0
INDM.PSX,Consolidated Total,CONSTL,,FY0
INGR.NS,Air Solutions,"333413,333912",140067149.46446,FY0
INGR.NS,Segment Total,SEGMTL,,FY0
INGR.NS,Consolidated Total,CONSTL,,FY0
IHTL.NS,Hoteliering,721110,707145813.047712,FY0
IHTL.NS,Segment Total,SEGMTL,,FY0
IHTL.NS,Consolidated Total,CONSTL,,FY0
IGLY.NS,Potable Spirits,312140,808378821.8111,FY0
IGLY.NS,Ennatuer Blopharma,325412,,FY0
IGLY.NS,BioMbased Specialities and Performance Chemicals,325193,,FY0
IGLY.NS,Segment Total,SEGMTL,,FY0
IGLY.NS,Unallocable,EXPOTH,,FY0
IGLY.NS,Consolidated Total,CONSTL,,FY0
IFBI.NS,Engineering,"333618,334512,336320,541330",510587877.312561,FY0
IFBI.NS,Home Appliances,"335220,449210",,FY0
IFBI.NS,Steel,331221,,FY0
IFBI.NS,Motor,"333612,336310,336390",,FY0
IFBI.NS,Segment Total,SEGMTL,,FY0
IFBI.NS,Inter segment revenue,ICELIM,,FY0
IFBI.NS,Consolidated Total,CONSTL,,FY0
DPR.HM,Latex Trading,326291,51280467.2418467,FY0
DPR.HM,Seringa Trading,"321999,424990",,FY0
DPR.HM,Other activities,561499,,FY0
DPR.HM,Wood processing,321113,,FY0
DPR.HM,"Construction, Real Estate, Infrastructrure","236117,236210,531110,531120",,FY0
DPR.HM,Segment Total,SEGMTL,,FY0
DPR.HM,Consolidated Total,CONSTL,,FY0
JBCH.NS,Pharmaceuticals,OTHERS,383310954.235638,FY0
JBCH.NS,Segment Total,SEGMTL,,FY0
JBCH.NS,Consolidated Total,CONSTL,,FY0
JKIN.NS,India,"326211,326212,423130",1782490262.90166,FY0
JKIN.NS,Mexico,"326211,326212,423130",,FY0
JKIN.NS,Inter segment sales,OTHERS,,FY0
JKIN.NS,Segment Total,SEGMTL,,FY0
JKIN.NS,Others,EXPOTH,,FY0
JKIN.NS,Consolidated Total,CONSTL,,FY0
FPT.HM,Telecommunication,519290,1864020655.69293,FY0
FPT.HM,System Integration,541512,,FY0
FPT.HM,Software Development,541511,,FY0
FPT.HM,Education and Investment,"611110,611310",,FY0
FPT.HM,Digital Content Services,541519,,FY0
FPT.HM,Segment Total,SEGMTL,,FY0
FPT.HM,Elimination,ICELIM,,FY0
FPT.HM,Consolidated Total,CONSTL,,FY0
WHIR.NS,Home Appliances,OTHERS,811544547.224927,FY0
WHIR.NS,Segment Total,SEGMTL,,FY0
WHIR.NS,Consolidated Total,CONSTL,,FY0
CUMM.NS,Engines,"237990,333618,336310,541330",945970058.42259,FY0
CUMM.NS,Lubes,"237990,333618,336310,541330",,FY0
CUMM.NS,Segment Total,SEGMTL,,FY0
CUMM.NS,Eliminations,ICELIM,,FY0
CUMM.NS,Consolidated Total,CONSTL,,FY0
KAJR.NS,Tiles,327120,533341041.869523,FY0
KAJR.NS,Segment Total,SEGMTL,,FY0
KAJR.NS,Others,EXPOTH,,FY0
KAJR.NS,Consolidated Total,CONSTL,,FY0
KTKM.NS,,,,FY0
KSBL.NS,Pumps,333914,220264274.574755,FY0
KSBL.NS,Valves,332911,,FY0
KSBL.NS,Segment Total,SEGMTL,,FY0
KSBL.NS,Consolidated Total,CONSTL,,FY0
KKCL.NS,Manufacturing and markering of apparels & trading of lifesty,OTHERS,94870180.1363194,FY0
KKCL.NS,Segment Total,SEGMTL,,FY0
KKCL.NS,Consolidated Total,CONSTL,,FY0
IMP.HM,,,69619081.5184244,FY0
LKMC.NS,Textile Machinery Division,333248,574385272.638754,FY0
LKMC.NS,Advanced Technology,"333248,336411,336413",,FY0
LKMC.NS,Machine Tool and Foundry Divisions,"333248,333517",,FY0
LKMC.NS,Segment Total,SEGMTL,,FY0
LKMC.NS,Intercompany Eliminations,ICELIM,,FY0
LKMC.NS,Consolidated Total,CONSTL,,FY0
KBC.HM,,,40248460.969928,FY0
LART.NS,IT and Technology Services,"513210,519290,531190",22302144595.9104,FY0
LART.NS,Development Projects,"518210,541330,541990,611430",,FY0
LART.NS,Infrastructure,"237310,237990,486990,621999",,FY0
LART.NS,Financial Services,"522291,522292,523940,524128",,FY0
LART.NS,Energy Projects,OTHERS,,FY0
LART.NS,Hi Tech Manufacturing,OTHERS,,FY0
LART.NS,Segment Total,SEGMTL,,FY0
LART.NS,Inter-Segment,ICELIM,,FY0
LART.NS,Other,EXPOTH,,FY0
LART.NS,Consolidated Total,CONSTL,,FY0
LUKC.PSX,Cement,327310,1346591576.92308,FY0
LUKC.PSX,Polyster,313110,,FY0
LUKC.PSX,Soda Ash,325180,,FY0
LUKC.PSX,Chemicals,325180,,FY0
LUKC.PSX,Others ICI power generation,221112,,FY0
LUKC.PSX,Automobiles & mobile phones assembling,336110,,FY0
LUKC.PSX,Pharma,"325412,424210",,FY0
LUKC.PSX,Power Generation,221112,,FY0
LUKC.PSX,Segment Total,SEGMTL,,FY0
LUKC.PSX,Elimination,ICELIM,,FY0
LUKC.PSX,Consolidated Total,CONSTL,,FY0
MAST.NS,UK,"541511,541512",311999756.572541,FY0
MAST.NS,North America,"541511,541512",,FY0
MAST.NS,Others,"541511,541512",,FY0
MAST.NS,Middle east,"541511,541512",,FY0
MAST.NS,Segment Total,SEGMTL,,FY0
MAST.NS,Consolidated Total,CONSTL,,FY0
MAHM.NS,Automotive Segment,"333618,336110,423110,541330",14760047468.3544,FY0
MAHM.NS,Financial Services,"522220,523940,523999",,FY0
MAHM.NS,Farm Equipment,"333111,333924,423820,424590",,FY0
MAHM.NS,Industrial Businesses and consumer services,523999,,FY0
MAHM.NS,Segment Total,SEGMTL,,FY0
MAHM.NS,Eliminations,ICELIM,,FY0
MAHM.NS,Consolidated Total,CONSTL,,FY0
CHPC.NS,Downstream petrom sector,OTHERS,11064784566.6991,FY0
CHPC.NS,Segment Total,SEGMTL,,FY0
CHPC.NS,Consolidated Total,CONSTL,,FY0
TRCE.NS,cement and cementitious materials,327310,992850535.540409,FY0
TRCE.NS,Segment Total,SEGMTL,,FY0
TRCE.NS,Consolidated Total,CONSTL,,FY0
MRF.NS,Automobile Tyres,326211,2800450340.79844,FY0
MRF.NS,Automobile Tubes,326211,,FY0
MRF.NS,Others,OTHERS,,FY0
MRF.NS,Segment Total,SEGMTL,,FY0
MRF.NS,Consolidated Total,CONSTL,,FY0
MCB.PSX,,,,FY0
HEID.NS,Manufacture and Sale of Cement,327310,272407497.565725,FY0
HEID.NS,Segment Total,SEGMTL,,FY0
HEID.NS,Consolidated Total,CONSTL,,FY0
BOSH.NS,Automotive Products,"335999,336310,811310",1817100778.96787,FY0
BOSH.NS,Consumer Goods,449210,,FY0
BOSH.NS,Segment Total,SEGMTL,,FY0
BOSH.NS,Eliminations,ICELIM,,FY0
BOSH.NS,Others,EXPOTH,,FY0
BOSH.NS,Consolidated Total,CONSTL,,FY0
MILM.PSX,Tractors,"333111,333924",164822909.090909,FY0
MILM.PSX,Tractors components,"333111,333924",,FY0
MILM.PSX,Castings,331511,,FY0
MILM.PSX,Other segments,OTHERS,,FY0
MILM.PSX,Segment Total,SEGMTL,,FY0
MILM.PSX,Inter segment eliminations,ICELIM,,FY0
MILM.PSX,Consolidated Total,CONSTL,,FY0
TMIN.NS,Consumer,"322230,423220,459410",481909408.471276,FY0
TMIN.NS,Health Care,"339113,339114,423450",,FY0
TMIN.NS,Safety and Industrial,"325520,327910",,FY0
TMIN.NS,Transportation & Electronics,"336413,336999,441330",,FY0
TMIN.NS,Segment Total,SEGMTL,,FY0
TMIN.NS,Others,EXPOTH,,FY0
TMIN.NS,Consolidated Total,CONSTL,,FY0
HMB.PSX,,,,FY0
NAVN.NS,Publishing Content,513130,206584712.755599,FY0
NAVN.NS,Stationery Products,424120,,FY0
NAVN.NS,intersegment Revenue,OTHERS,,FY0
NAVN.NS,Eliminations,OTHERS,,FY0
NAVN.NS,Edtech,OTHERS,,FY0
NAVN.NS,Segment Total,SEGMTL,,FY0
NAVN.NS,Others,EXPOTH,,FY0
NAVN.NS,Consolidated Total,CONSTL,,FY0
NALU.NS,Chemicals,325180,1735012171.37293,FY0
NALU.NS,Aluminium,331313,,FY0
NALU.NS,Segment Total,SEGMTL,,FY0
NALU.NS,Intersegment,ICELIM,,FY0
NALU.NS,Unallocated Common,EXPOTH,,FY0
NALU.NS,Consolidated Total,CONSTL,,FY0
NOCI.NS,others,325998,196758763.38851,FY0
NOCI.NS,Rubber chemical,325998,,FY0
NOCI.NS,Segment Total,SEGMTL,,FY0
NOCI.NS,Consolidated Total,CONSTL,,FY0
PIRA.NS,,,1015619522.88218,FY0
NEST.NS,,,2042743329.66621,FY0
MPC.HNO,Seafood Processing,311710,695687775.977975,FY0
MPC.HNO,Fish and Seafood Wholesalers,424460,,FY0
MPC.HNO,Shellfish Farming,112512,,FY0
MPC.HNO,Others,561499,,FY0
MPC.HNO,Seafood Wholesales,424460,,FY0
MPC.HNO,Segment Total,SEGMTL,,FY0
MPC.HNO,Elimination,ICELIM,,FY0
MPC.HNO,Consolidated Total,CONSTL,,FY0
JSMR.JK,Toll Road Business,488490,1065393446.83585,FY0
JSMR.JK,Operation,488490,,FY0
JSMR.JK,Maintenance,488490,,FY0
JSMR.JK,Related Business,488490,,FY0
JSMR.JK,Other,OTHERS,,FY0
JSMR.JK,Segment Total,SEGMTL,,FY0
JSMR.JK,Elimination,ICELIM,,FY0
JSMR.JK,Consolidated Total,CONSTL,,FY0
ONGC.NS,,,83353118670.8861,FY0
PWFC.NS,Lending to Power Sector,522299,9470202044.79065,FY0
PWFC.NS,Segment Total,SEGMTL,,FY0
PWFC.NS,Consolidated Total,CONSTL,,FY0
PFIZ.NS,Pharmaceuticals,325412,295126582.278481,FY0
PFIZ.NS,Segment Total,SEGMTL,,FY0
PFIZ.NS,Consolidated Total,CONSTL,,FY0
PROC.NS,Ointments and Creams,322291,477263037.360977,FY0
PROC.NS,Cough Drops,322291,,FY0
PROC.NS,Tablets,322291,,FY0
PROC.NS,Other hygiene products,322291,,FY0
PROC.NS,Segment Total,SEGMTL,,FY0
PROC.NS,Consolidated Total,CONSTL,,FY0
PSO.PSX,Petroleum Products,"424720,457120",12374668206.2937,FY0
PSO.PSX,Liquefied Natural Gas (LNG),"457120,457210",,FY0
PSO.PSX,Refining operations,324110,,FY0
PSO.PSX,Others,OTHERS,,FY0
PSO.PSX,Segment Total,SEGMTL,,FY0
PSO.PSX,Intergroup elimination,ICELIM,,FY0
PSO.PSX,Consolidated Total,CONSTL,,FY0
CORF.NS,Nutrient and other allied business,"325311,325312,325314",3606122200.58423,FY0
CORF.NS,Crop protection,325320,,FY0
CORF.NS,Segment Total,SEGMTL,,FY0
CORF.NS,Inter segmet Revenue,ICELIM,,FY0
CORF.NS,Consolidated Total,CONSTL,,FY0
WLSP.NS,Home Textile,"313240,314120,444110,621610",985121713.729309,FY0
WLSP.NS,Flooring,"238330,314120,321918,445131",,FY0
WLSP.NS,Inter Segment Elimination,OTHERS,,FY0
WLSP.NS,Segment Total,SEGMTL,,FY0
WLSP.NS,Consolidated Total,CONSTL,,FY0
CHMB.NS,Fertilisers and other Agri- Inputs,325314,3380332278.48101,FY0
CHMB.NS,Segment Total,SEGMTL,,FY0
CHMB.NS,Consolidated Total,CONSTL,,FY0
PION.PSX,Manufacturing and Sale of Cement,327310,126451982.517483,FY0
PION.PSX,Segment Total,SEGMTL,,FY0
PION.PSX,Consolidated Total,CONSTL,,FY0
RALL.NS,Agri-Inputs,"325311,325320,424910",361121555.501461,FY0
RALL.NS,Segment Total,SEGMTL,,FY0
RALL.NS,Consolidated Total,CONSTL,,FY0
PAFO.NS,Wind Turbine Power Generation,221115,3836983446.93281,FY0
PAFO.NS,Edible Oils,"311224,311225,311512",,FY0
PAFO.NS,Food & FMCG,"311512,325611",,FY0
PAFO.NS,Inter Segment Revenue,OTHERS,,FY0
PAFO.NS,Segment Total,SEGMTL,,FY0
PAFO.NS,Consolidated Total,CONSTL,,FY0
RELI.NS,Oil and Gas,"211120,211130,221210",108484785783.836,FY0
RELI.NS,Digital Service,"517112,519290",,FY0
RELI.NS,Retail,445110,,FY0
RELI.NS,Oil to chemicals,"324110,424720",,FY0
RELI.NS,GST Recovered,OTHERS,,FY0
RELI.NS,Segment Total,SEGMTL,,FY0
RELI.NS,Inter Segment Elimination,ICELIM,,FY0
RELI.NS,Unallocable,EXPOTH,,FY0
RELI.NS,Other,EXPOTH,,FY0
RELI.NS,Consolidated Total,CONSTL,,FY0
KOLT.NS,Real Estate,236116,181162366.114898,FY0
KOLT.NS,Segment Total,SEGMTL,,FY0
KOLT.NS,Consolidated Total,CONSTL,,FY0
RYMD.NS,Textile,"313210,313310",999843999.513145,FY0
RYMD.NS,Garmenting,315120,,FY0
RYMD.NS,Shirting,"313210,315250",,FY0
RYMD.NS,Auto Components,"332216,336310,336999",,FY0
RYMD.NS,Tools & Hardware,332216,,FY0
RYMD.NS,Apparel,315120,,FY0
RYMD.NS,Real Estate and Development of Property,531390,,FY0
RYMD.NS,Segment Total,SEGMTL,,FY0
RYMD.NS,Eliminations,ICELIM,,FY0
RYMD.NS,Others,EXPOTH,,FY0
RYMD.NS,Consolidated Total,CONSTL,,FY0
SNFS.NS,,,689234420.642648,FY0
JKLC.NS,Cement,327310,785236124.634859,FY0
JKLC.NS,Segment Total,SEGMTL,,FY0
JKLC.NS,Consolidated Total,CONSTL,,FY0
SKFB.NS,,,523967867.575462,FY0
VDAN.NS,Iron Ore,212210,17929406037.001,FY0
VDAN.NS,Power,"221112,221118",,FY0
VDAN.NS,Zinc India,"212220,212230",,FY0
VDAN.NS,Oil & Gas,211120,,FY0
VDAN.NS,Copper,212230,,FY0
VDAN.NS,Aluminium,331313,,FY0
VDAN.NS,Others,212290,,FY0
VDAN.NS,Zinc International,"212230,331410",,FY0
VDAN.NS,Segment Total,SEGMTL,,FY0
VDAN.NS,Eliminations,ICELIM,,FY0
VDAN.NS,Consolidated Total,CONSTL,,FY0
SBI.NS,,,,FY0
SAMP.CM,,,,FY0
SIEM.NS,Mobility,"335312,335999,488510",1979879522.50672,FY0
SIEM.NS,Energy,335311,,FY0
SIEM.NS,Others,561499,,FY0
SIEM.NS,Smart Infrastructure,541512,,FY0
SIEM.NS,Digital Industries,"333612,335313,541330",,FY0
SIEM.NS,Segment Total,SEGMTL,,FY0
SIEM.NS,Eliminations,ICELIM,,FY0
SIEM.NS,Inter Segment Revenue,EXPOTH,,FY0
SIEM.NS,Consolidated Total,CONSTL,,FY0
SAIL.NS,Bhilai Steel Plant,331110,12712721518.9873,FY0
SAIL.NS,DSP,331110,,FY0
SAIL.NS,RSP,331110,,FY0
SAIL.NS,BSL,331110,,FY0
SAIL.NS,ISP,331110,,FY0
SAIL.NS,ASP,331110,,FY0
SAIL.NS,SSP,331110,,FY0
SAIL.NS,VISL,331110,,FY0
SAIL.NS,Alloy Steels Plant (ASP),331110,,FY0
SAIL.NS,Bokaro Steel Plant (BSL),331110,,FY0
SAIL.NS,Durgapur Steel Plant (DSP),331110,,FY0
SAIL.NS,Rourkela Steel Plant (RSP),331110,,FY0
SAIL.NS,Salem Steel Plant (SSP),331110,,FY0
SAIL.NS,Visvesvaraya Iron & Steel Plant (VISL),331110,,FY0
SAIL.NS,IISCO Steel Plant (ISP),331110,,FY0
SAIL.NS,Unallocated,OTHERS,,FY0
SAIL.NS,Segment Total,SEGMTL,,FY0
SAIL.NS,Inter Segment Adjustment,ICELIM,,FY0
SAIL.NS,Others,EXPOTH,,FY0
SAIL.NS,Consolidated Total,CONSTL,,FY0
TAMO.NS,Jaguar and Land Rover Business,"237210,441110,441330",42108930136.3194,FY0
TAMO.NS,Commercial Vehicle,"336120,336320,532112,541330",,FY0
TAMO.NS,Passenger Vehicle,532112,,FY0
TAMO.NS,Vechile Financing,522220,,FY0
TAMO.NS,Corporata/Unallocable,OTHERS,,FY0
TAMO.NS,Segment Total,SEGMTL,,FY0
TAMO.NS,Intersegment Eliminations,ICELIM,,FY0
TAMO.NS,Inter segment revenue/Eliminations,ICELIM,,FY0
TAMO.NS,Intra segment elimination,ICELIM,,FY0
TAMO.NS,Other,EXPOTH,,FY0
TAMO.NS,Consolidated Total,CONSTL,,FY0
TACN.NS,Other,"312112,561499",1677599805.25803,FY0
TACN.NS,Non-Branded business,"111339,111998,311920,928120",,FY0
TACN.NS,India Business,"311920,312112",,FY0
TACN.NS,International Business,OTHERS,,FY0
TACN.NS,Segment Total,SEGMTL,,FY0
TACN.NS,Inter Segment Revenue,ICELIM,,FY0
TACN.NS,Consolidated Total,CONSTL,,FY0
CHOL.NS,Insurance,"523940,524113,524114,524298",2208601509.25024,FY0
CHOL.NS,Financing,"522220,522291,523999,524126",,FY0
CHOL.NS,Segment Total,SEGMTL,,FY0
CHOL.NS,Inter Segment Revenue,ICELIM,,FY0
CHOL.NS,Others,EXPOTH,,FY0
CHOL.NS,Consolidated Total,CONSTL,,FY0
TTCH.NS,Basic Chemistry products,"325180,325311,325312,325320",2043451801.36319,FY0
TTCH.NS,Speciality Products,"325180,333310,339999",,FY0
TTCH.NS,Segment Total,SEGMTL,,FY0
TTCH.NS,Inter Segment Revenue,ICELIM,,FY0
TTCH.NS,Unallocated,EXPOTH,,FY0
TTCH.NS,Consolidated Total,CONSTL,,FY0
TITN.NS,Watches and wearables,"315990,334519,458110",4938534566.69912,FY0
TITN.NS,Jewellery,339910,,FY0
TITN.NS,EyeCare,"332721,333310",,FY0
TITN.NS,Segment Total,SEGMTL,,FY0
TITN.NS,Other,EXPOTH,,FY0
TITN.NS,Corporate/Unallocate,EXPOTH,,FY0
TITN.NS,Consolidated Total,CONSTL,,FY0
TVSM.NS,Automotive - Two wheelers,336991,3891673563.77799,FY0
TVSM.NS,Automotive - Components,"336110,336991",,FY0
TVSM.NS,Financial service,"522210,522220",,FY0
TVSM.NS,Segment Total,SEGMTL,,FY0
TVSM.NS,Intersegment Eliminations,ICELIM,,FY0
TVSM.NS,Other,EXPOTH,,FY0
TVSM.NS,Consolidated Total,CONSTL,,FY0
TORP.NS,Generic Formulation Business,325412,1170904333.00876,FY0
TORP.NS,Segment Total,SEGMTL,,FY0
TORP.NS,Consolidated Total,CONSTL,,FY0
TISC.NS,South East Asian operations,"331110,331222",29619363437.1957,FY0
TISC.NS,Rest of the World,"314999,331110,524210",,FY0
TISC.NS,Tata steel India,"331110,331222",,FY0
TISC.NS,Tata Steel Long products,"212114,331110,331221,331222",,FY0
TISC.NS,Other Indian Operations,"331110,331210",,FY0
TISC.NS,Tata Steel Europe,"212114,331110,331222",,FY0
TISC.NS,Other Trade Related Operations,"212115,331110,331210,523940",,FY0
TISC.NS,Segment Total,SEGMTL,,FY0
TISC.NS,Eliminations,ICELIM,,FY0
TISC.NS,Consolidated Total,CONSTL,,FY0
TTPW.NS,Others,221118,6526763631.93768,FY0
TTPW.NS,Generation,"211120,212114,221111",,FY0
TTPW.NS,Renewables,221118,,FY0
TTPW.NS,Transmission and Distribution,221122,,FY0
TTPW.NS,Segment Total,SEGMTL,,FY0
TTPW.NS,Inter-Segment Revenue,ICELIM,,FY0
TTPW.NS,Consolidated Total,CONSTL,,FY0
THOM.NS,Financial Services,"523160,523210,525990,561599",614370253.164557,FY0
THOM.NS,Leisure Hospitality and  Resorts business,541612,,FY0
THOM.NS,Digiphoto imaging services,541921,,FY0
THOM.NS,Travel and Related Services,"561510,561520",,FY0
THOM.NS,Segment Total,SEGMTL,,FY0
THOM.NS,Consolidated Total,CONSTL,,FY0
TKYO.CM,,,174326164.444444,FY0
SUPI.NS,Plastics Piping Products,"326121,326122,326199",1119959834.46933,FY0
SUPI.NS,Industrial Products,"321920,326199,335132",,FY0
SUPI.NS,Packaging Products,"326112,561910",,FY0
SUPI.NS,Consumer Products,337126,,FY0
SUPI.NS,Others,OTHERS,,FY0
SUPI.NS,Segment Total,SEGMTL,,FY0
SUPI.NS,Consolidated Total,CONSTL,,FY0
SSI.HM,Customer Service,523150,268353369.672173,FY0
SSI.HM,Propriety Trading,523940,,FY0
SSI.HM,Portfolio Management,523940,,FY0
SSI.HM,Treasury,523999,,FY0
SSI.HM,Investment Bank and Other Segments,523999,,FY0
SSI.HM,Segment Total,SEGMTL,,FY0
SSI.HM,Consolidated Total,CONSTL,,FY0
TCM.HM,Medication,621999,183709826.762812,FY0
TCM.HM,Textile,313110,,FY0
TCM.HM,Other Activities,561499,,FY0
TCM.HM,Segment Total,SEGMTL,,FY0
TCM.HM,Eliminations,ICELIM,,FY0
TCM.HM,Consolidated Total,CONSTL,,FY0
VOLT.NS,Electro-Mechanical Projects and Services,"333415,334512",1156130720.54528,FY0
VOLT.NS,Engineering Products & Services,"334512,541330",,FY0
VOLT.NS,Unitary Cooling Products for Comfort and Commercial Use,333415,,FY0
VOLT.NS,Segment Total,SEGMTL,,FY0
VOLT.NS,Consolidated Total,CONSTL,,FY0
VSTI.NS,Tobacco and related product,OTHERS,203567271.178189,FY0
VSTI.NS,Segment Total,SEGMTL,,FY0
VSTI.NS,Consolidated Total,CONSTL,,FY0
JUBA.NS,Contract research and development services,541714,764572541.382668,FY0
JUBA.NS,Radiopharma,424210,,FY0
JUBA.NS,Allergy Immunotherapy,339112,,FY0
JUBA.NS,Generics,424210,,FY0
JUBA.NS,CDMO Sterile Injectables,339112,,FY0
JUBA.NS,Proprietary Novel Drugs,OTHERS,,FY0
JUBA.NS,Segment Total,SEGMTL,,FY0
JUBA.NS,Intersegment Revenue,ICELIM,,FY0
JUBA.NS,Unallocated,EXPOTH,,FY0
JUBA.NS,Consolidated Total,CONSTL,,FY0
TATA.NS,Data and Managed Services,517111,2171161148.9776,FY0
TATA.NS,Voice Solutions,517111,,FY0
TATA.NS,Payement Solutions,522320,,FY0
TATA.NS,Real Estate,531110,,FY0
TATA.NS,Transformation services,OTHERS,,FY0
TATA.NS,Segment Total,SEGMTL,,FY0
TATA.NS,Inter Segment Revenue,ICELIM,,FY0
TATA.NS,Consolidated Total,CONSTL,,FY0
VIPI.NS,Manufacturing and marketing of luggage and bags,"316110,316990",253446932.814021,FY0
VIPI.NS,Segment Total,SEGMTL,,FY0
VIPI.NS,Consolidated Total,CONSTL,,FY0
JIND.NS,Iron and Steel products,"331110,331210",2174756791.6261,FY0
JIND.NS,Waterways Logistics,541614,,FY0
JIND.NS,Segment Total,SEGMTL,,FY0
JIND.NS,Eliminations,ICELIM,,FY0
JIND.NS,Others,EXPOTH,,FY0
JIND.NS,Consolidated Total,CONSTL,,FY0
VHC.HM,Fishery Products,311710,560389673.313003,FY0
VHC.HM,Segment Total,SEGMTL,,FY0
VHC.HM,Consolidated Total,CONSTL,,FY0
AIRA.DU,Airline,"481111,481212",1427474741.97326,FY0
AIRA.DU,Other Segments,481112,,FY0
AIRA.DU,Segment Total,SEGMTL,,FY0
AIRA.DU,Eliminations,ICELIM,,FY0
AIRA.DU,Consolidated Total,CONSTL,,FY0
CIPL.NS,Pharmaceuticals,325412,2769367088.60759,FY0
CIPL.NS,New Ventures,"325412,541715",,FY0
CIPL.NS,Segment Total,SEGMTL,,FY0
CIPL.NS,Inter Segment Revenue,ICELIM,,FY0
CIPL.NS,Consolidated Total,CONSTL,,FY0
MAXI.NS,Business Investment,"523910,523940,525990",,FY0
MAXI.NS,Life Insurance,"524113,524114",,FY0
